filing_year,filing_month,pub_year,pub_month,grant_year,grant_month,assignee_name,patent_count,parent_company,filing_date,pub_date,grant_date,pub_before_filing,grant_before_filing,grant_before_pub,date_inconsistent
2012,9,2013,8,0,0,GOOGLE INC,8,Google/Alphabet,2012-09-01,2013-08-01,NA,FALSE,FALSE,FALSE,FALSE
2012,9,2016,6,0,0,GOOGLE INC,1,Google/Alphabet,2012-09-01,2016-06-01,NA,FALSE,FALSE,FALSE,FALSE
2012,9,2021,9,2021,9,GOOGLE INC,1,Google/Alphabet,2012-09-01,2021-09-01,2021-09-01,FALSE,FALSE,FALSE,FALSE
2012,9,2020,2,2020,2,GOOGLE INC,1,Google/Alphabet,2012-09-01,2020-02-01,2020-02-01,FALSE,FALSE,FALSE,FALSE
2012,9,2017,2,0,0,GOOGLE INC,1,Google/Alphabet,2012-09-01,2017-02-01,NA,FALSE,FALSE,FALSE,FALSE
2012,9,2013,1,2013,1,GOOGLE INC,1,Google/Alphabet,2012-09-01,2013-01-01,2013-01-01,FALSE,FALSE,FALSE,FALSE
2012,9,2015,2,2015,2,GOOGLE INC,25,Google/Alphabet,2012-09-01,2015-02-01,2015-02-01,FALSE,FALSE,FALSE,FALSE
2012,9,2016,5,0,0,GOOGLE INC,4,Google/Alphabet,2012-09-01,2016-05-01,NA,FALSE,FALSE,FALSE,FALSE
2012,9,2013,4,2013,4,GOOGLE INC,3,Google/Alphabet,2012-09-01,2013-04-01,2013-04-01,FALSE,FALSE,FALSE,FALSE
2012,9,2017,4,2017,4,GOOGLE INC,3,Google/Alphabet,2012-09-01,2017-04-01,2017-04-01,FALSE,FALSE,FALSE,FALSE
2012,9,2013,10,2013,10,GOOGLE INC,9,Google/Alphabet,2012-09-01,2013-10-01,2013-10-01,FALSE,FALSE,FALSE,FALSE
2012,9,2017,12,0,0,GOOGLE INC,1,Google/Alphabet,2012-09-01,2017-12-01,NA,FALSE,FALSE,FALSE,FALSE
2012,9,2014,3,2014,3,GOOGLE INC,7,Google/Alphabet,2012-09-01,2014-03-01,2014-03-01,FALSE,FALSE,FALSE,FALSE
2012,9,2015,12,2015,12,GOOGLE INC,9,Google/Alphabet,2012-09-01,2015-12-01,2015-12-01,FALSE,FALSE,FALSE,FALSE
2012,9,2017,9,2017,9,GOOGLE INC,3,Google/Alphabet,2012-09-01,2017-09-01,2017-09-01,FALSE,FALSE,FALSE,FALSE
2012,9,2015,2,0,0,GOOGLE INC,1,Google/Alphabet,2012-09-01,2015-02-01,NA,FALSE,FALSE,FALSE,FALSE
2012,9,2013,1,0,0,GOOGLE INC,43,Google/Alphabet,2012-09-01,2013-01-01,NA,FALSE,FALSE,FALSE,FALSE
2012,9,2016,9,2016,9,GOOGLE INC,8,Google/Alphabet,2012-09-01,2016-09-01,2016-09-01,FALSE,FALSE,FALSE,FALSE
2012,9,2017,6,0,0,GOOGLE INC,2,Google/Alphabet,2012-09-01,2017-06-01,NA,FALSE,FALSE,FALSE,FALSE
2012,9,2016,10,0,0,GOOGLE INC,1,Google/Alphabet,2012-09-01,2016-10-01,NA,FALSE,FALSE,FALSE,FALSE
2012,9,2013,12,0,0,GOOGLE INC,1,Google/Alphabet,2012-09-01,2013-12-01,NA,FALSE,FALSE,FALSE,FALSE
2012,9,2016,2,0,0,GOOGLE INC,1,Google/Alphabet,2012-09-01,2016-02-01,NA,FALSE,FALSE,FALSE,FALSE
2012,9,2018,8,2018,8,GOOGLE INC,1,Google/Alphabet,2012-09-01,2018-08-01,2018-08-01,FALSE,FALSE,FALSE,FALSE
2012,9,2020,12,2020,12,GOOGLE INC,1,Google/Alphabet,2012-09-01,2020-12-01,2020-12-01,FALSE,FALSE,FALSE,FALSE
2012,9,2014,4,2014,4,GOOGLE INC,12,Google/Alphabet,2012-09-01,2014-04-01,2014-04-01,FALSE,FALSE,FALSE,FALSE
2012,9,2016,3,0,0,GOOGLE INC,1,Google/Alphabet,2012-09-01,2016-03-01,NA,FALSE,FALSE,FALSE,FALSE
2012,9,2015,1,2015,1,GOOGLE INC,15,Google/Alphabet,2012-09-01,2015-01-01,2015-01-01,FALSE,FALSE,FALSE,FALSE
2012,9,2014,9,0,0,GOOGLE INC,11,Google/Alphabet,2012-09-01,2014-09-01,NA,FALSE,FALSE,FALSE,FALSE
2012,9,2015,1,0,0,GOOGLE INC,1,Google/Alphabet,2012-09-01,2015-01-01,NA,FALSE,FALSE,FALSE,FALSE
2012,9,2017,3,2017,3,GOOGLE INC,7,Google/Alphabet,2012-09-01,2017-03-01,2017-03-01,FALSE,FALSE,FALSE,FALSE
2012,9,2014,8,0,0,GOOGLE INC,21,Google/Alphabet,2012-09-01,2014-08-01,NA,FALSE,FALSE,FALSE,FALSE
2012,9,2014,11,0,0,GOOGLE INC,4,Google/Alphabet,2012-09-01,2014-11-01,NA,FALSE,FALSE,FALSE,FALSE
2012,9,2018,4,0,0,GOOGLE INC,1,Google/Alphabet,2012-09-01,2018-04-01,NA,FALSE,FALSE,FALSE,FALSE
2012,9,2013,3,0,0,GOOGLE INC,35,Google/Alphabet,2012-09-01,2013-03-01,NA,FALSE,FALSE,FALSE,FALSE
2012,9,2014,10,0,0,GOOGLE INC,3,Google/Alphabet,2012-09-01,2014-10-01,NA,FALSE,FALSE,FALSE,FALSE
2012,9,2013,6,0,0,GOOGLE INC,14,Google/Alphabet,2012-09-01,2013-06-01,NA,FALSE,FALSE,FALSE,FALSE
2012,9,2014,3,0,0,GOOGLE INC,58,Google/Alphabet,2012-09-01,2014-03-01,NA,FALSE,FALSE,FALSE,FALSE
2012,9,2014,1,2014,1,GOOGLE INC,6,Google/Alphabet,2012-09-01,2014-01-01,2014-01-01,FALSE,FALSE,FALSE,FALSE
2012,9,2016,8,2016,8,GOOGLE INC,6,Google/Alphabet,2012-09-01,2016-08-01,2016-08-01,FALSE,FALSE,FALSE,FALSE
2012,9,2015,4,2015,4,GOOGLE INC,9,Google/Alphabet,2012-09-01,2015-04-01,2015-04-01,FALSE,FALSE,FALSE,FALSE
2012,9,2016,4,0,0,GOOGLE INC,2,Google/Alphabet,2012-09-01,2016-04-01,NA,FALSE,FALSE,FALSE,FALSE
2012,9,2021,12,0,0,GOOGLE INC,1,Google/Alphabet,2012-09-01,2021-12-01,NA,FALSE,FALSE,FALSE,FALSE
2012,9,2015,7,2015,7,GOOGLE INC,7,Google/Alphabet,2012-09-01,2015-07-01,2015-07-01,FALSE,FALSE,FALSE,FALSE
2012,9,2014,5,2014,5,GOOGLE INC,15,Google/Alphabet,2012-09-01,2014-05-01,2014-05-01,FALSE,FALSE,FALSE,FALSE
2012,9,2017,10,2017,10,GOOGLE INC,2,Google/Alphabet,2012-09-01,2017-10-01,2017-10-01,FALSE,FALSE,FALSE,FALSE
2012,9,2013,5,0,0,GOOGLE INC,36,Google/Alphabet,2012-09-01,2013-05-01,NA,FALSE,FALSE,FALSE,FALSE
2012,9,2016,12,2016,12,GOOGLE INC,3,Google/Alphabet,2012-09-01,2016-12-01,2016-12-01,FALSE,FALSE,FALSE,FALSE
2012,9,2013,10,0,0,GOOGLE INC,6,Google/Alphabet,2012-09-01,2013-10-01,NA,FALSE,FALSE,FALSE,FALSE
2012,9,2018,1,0,0,GOOGLE INC,2,Google/Alphabet,2012-09-01,2018-01-01,NA,FALSE,FALSE,FALSE,FALSE
2012,9,2015,8,2015,8,GOOGLE INC,13,Google/Alphabet,2012-09-01,2015-08-01,2015-08-01,FALSE,FALSE,FALSE,FALSE
2012,9,2013,9,2013,9,GOOGLE INC,6,Google/Alphabet,2012-09-01,2013-09-01,2013-09-01,FALSE,FALSE,FALSE,FALSE
2012,9,2019,8,0,0,GOOGLE INC,1,Google/Alphabet,2012-09-01,2019-08-01,NA,FALSE,FALSE,FALSE,FALSE
2012,9,2014,10,2014,10,GOOGLE INC,11,Google/Alphabet,2012-09-01,2014-10-01,2014-10-01,FALSE,FALSE,FALSE,FALSE
2012,9,2017,5,2017,5,GOOGLE INC,3,Google/Alphabet,2012-09-01,2017-05-01,2017-05-01,FALSE,FALSE,FALSE,FALSE
2012,9,2021,3,0,0,GOOGLE INC,1,Google/Alphabet,2012-09-01,2021-03-01,NA,FALSE,FALSE,FALSE,FALSE
2012,9,2013,4,0,0,GOOGLE INC,54,Google/Alphabet,2012-09-01,2013-04-01,NA,FALSE,FALSE,FALSE,FALSE
2012,9,2017,8,2017,8,GOOGLE INC,3,Google/Alphabet,2012-09-01,2017-08-01,2017-08-01,FALSE,FALSE,FALSE,FALSE
2012,9,2014,4,0,0,GOOGLE INC,13,Google/Alphabet,2012-09-01,2014-04-01,NA,FALSE,FALSE,FALSE,FALSE
2012,9,2025,10,2025,10,GOOGLE INC,1,Google/Alphabet,2012-09-01,2025-10-01,2025-10-01,FALSE,FALSE,FALSE,FALSE
2012,9,2014,2,2014,2,GOOGLE INC,10,Google/Alphabet,2012-09-01,2014-02-01,2014-02-01,FALSE,FALSE,FALSE,FALSE
2012,9,2016,5,2016,5,GOOGLE INC,5,Google/Alphabet,2012-09-01,2016-05-01,2016-05-01,FALSE,FALSE,FALSE,FALSE
2012,9,2014,6,2014,6,GOOGLE INC,13,Google/Alphabet,2012-09-01,2014-06-01,2014-06-01,FALSE,FALSE,FALSE,FALSE
2012,9,2022,6,2022,6,GOOGLE INC,1,Google/Alphabet,2012-09-01,2022-06-01,2022-06-01,FALSE,FALSE,FALSE,FALSE
2012,9,2016,11,2016,11,GOOGLE INC,6,Google/Alphabet,2012-09-01,2016-11-01,2016-11-01,FALSE,FALSE,FALSE,FALSE
2012,9,2014,8,2014,8,GOOGLE INC,15,Google/Alphabet,2012-09-01,2014-08-01,2014-08-01,FALSE,FALSE,FALSE,FALSE
2012,9,2016,2,2016,2,GOOGLE INC,9,Google/Alphabet,2012-09-01,2016-02-01,2016-02-01,FALSE,FALSE,FALSE,FALSE
2012,9,2014,11,2014,11,GOOGLE INC,20,Google/Alphabet,2012-09-01,2014-11-01,2014-11-01,FALSE,FALSE,FALSE,FALSE
2012,9,2015,8,0,0,GOOGLE INC,7,Google/Alphabet,2012-09-01,2015-08-01,NA,FALSE,FALSE,FALSE,FALSE
2012,9,2015,6,2015,6,GOOGLE INC,22,Google/Alphabet,2012-09-01,2015-06-01,2015-06-01,FALSE,FALSE,FALSE,FALSE
2012,9,2017,10,0,0,GOOGLE INC,2,Google/Alphabet,2012-09-01,2017-10-01,NA,FALSE,FALSE,FALSE,FALSE
2012,9,2016,12,0,0,GOOGLE INC,1,Google/Alphabet,2012-09-01,2016-12-01,NA,FALSE,FALSE,FALSE,FALSE
2012,9,2013,7,0,0,GOOGLE INC,11,Google/Alphabet,2012-09-01,2013-07-01,NA,FALSE,FALSE,FALSE,FALSE
2012,9,2017,8,0,0,GOOGLE INC,1,Google/Alphabet,2012-09-01,2017-08-01,NA,FALSE,FALSE,FALSE,FALSE
2012,9,2016,4,2016,4,GOOGLE INC,8,Google/Alphabet,2012-09-01,2016-04-01,2016-04-01,FALSE,FALSE,FALSE,FALSE
2012,9,2017,11,2017,11,GOOGLE INC,1,Google/Alphabet,2012-09-01,2017-11-01,2017-11-01,FALSE,FALSE,FALSE,FALSE
2012,9,2016,11,0,0,GOOGLE INC,2,Google/Alphabet,2012-09-01,2016-11-01,NA,FALSE,FALSE,FALSE,FALSE
2012,9,2015,5,2015,5,GOOGLE INC,3,Google/Alphabet,2012-09-01,2015-05-01,2015-05-01,FALSE,FALSE,FALSE,FALSE
2012,9,2015,4,0,0,GOOGLE INC,9,Google/Alphabet,2012-09-01,2015-04-01,NA,FALSE,FALSE,FALSE,FALSE
2012,9,2013,2,0,0,GOOGLE INC,6,Google/Alphabet,2012-09-01,2013-02-01,NA,FALSE,FALSE,FALSE,FALSE
2012,9,2013,6,2013,6,GOOGLE INC,3,Google/Alphabet,2012-09-01,2013-06-01,2013-06-01,FALSE,FALSE,FALSE,FALSE
2012,9,2014,1,0,0,GOOGLE INC,1,Google/Alphabet,2012-09-01,2014-01-01,NA,FALSE,FALSE,FALSE,FALSE
2012,9,2015,3,0,0,GOOGLE INC,5,Google/Alphabet,2012-09-01,2015-03-01,NA,FALSE,FALSE,FALSE,FALSE
2012,9,2014,7,0,0,GOOGLE INC,42,Google/Alphabet,2012-09-01,2014-07-01,NA,FALSE,FALSE,FALSE,FALSE
2012,9,2013,7,2013,7,GOOGLE INC,11,Google/Alphabet,2012-09-01,2013-07-01,2013-07-01,FALSE,FALSE,FALSE,FALSE
2012,10,2014,4,2014,4,GOOGLE INC,7,Google/Alphabet,2012-10-01,2014-04-01,2014-04-01,FALSE,FALSE,FALSE,FALSE
2012,10,2017,3,2017,3,GOOGLE INC,2,Google/Alphabet,2012-10-01,2017-03-01,2017-03-01,FALSE,FALSE,FALSE,FALSE
2012,10,2018,7,0,0,GOOGLE INC,1,Google/Alphabet,2012-10-01,2018-07-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2016,9,2016,9,GOOGLE INC,3,Google/Alphabet,2012-10-01,2016-09-01,2016-09-01,FALSE,FALSE,FALSE,FALSE
2012,10,2014,7,0,0,GOOGLE INC,21,Google/Alphabet,2012-10-01,2014-07-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2017,2,0,0,GOOGLE INC,2,Google/Alphabet,2012-10-01,2017-02-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2013,10,0,0,GOOGLE INC,1,Google/Alphabet,2012-10-01,2013-10-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2017,1,0,0,GOOGLE INC,6,Google/Alphabet,2012-10-01,2017-01-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2015,9,2015,9,GOOGLE INC,5,Google/Alphabet,2012-10-01,2015-09-01,2015-09-01,FALSE,FALSE,FALSE,FALSE
2012,10,2013,3,2013,3,GOOGLE INC,2,Google/Alphabet,2012-10-01,2013-03-01,2013-03-01,FALSE,FALSE,FALSE,FALSE
2012,10,2017,12,0,0,GOOGLE INC,1,Google/Alphabet,2012-10-01,2017-12-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2015,4,2015,4,GOOGLE INC,14,Google/Alphabet,2012-10-01,2015-04-01,2015-04-01,FALSE,FALSE,FALSE,FALSE
2012,10,2014,7,2014,7,GOOGLE INC,9,Google/Alphabet,2012-10-01,2014-07-01,2014-07-01,FALSE,FALSE,FALSE,FALSE
2012,10,2013,7,0,0,GOOGLE INC,7,Google/Alphabet,2012-10-01,2013-07-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2013,4,0,0,GOOGLE INC,36,Google/Alphabet,2012-10-01,2013-04-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2014,11,2014,11,GOOGLE INC,11,Google/Alphabet,2012-10-01,2014-11-01,2014-11-01,FALSE,FALSE,FALSE,FALSE
2012,10,2015,9,0,0,GOOGLE INC,5,Google/Alphabet,2012-10-01,2015-09-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2016,9,0,0,GOOGLE INC,1,Google/Alphabet,2012-10-01,2016-09-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2017,4,0,0,GOOGLE INC,1,Google/Alphabet,2012-10-01,2017-04-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2013,6,0,0,GOOGLE INC,14,Google/Alphabet,2012-10-01,2013-06-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2017,6,0,0,GOOGLE INC,3,Google/Alphabet,2012-10-01,2017-06-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2018,1,0,0,GOOGLE INC,1,Google/Alphabet,2012-10-01,2018-01-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2017,10,2017,10,GOOGLE INC,1,Google/Alphabet,2012-10-01,2017-10-01,2017-10-01,FALSE,FALSE,FALSE,FALSE
2012,10,2015,7,2015,7,GOOGLE INC,11,Google/Alphabet,2012-10-01,2015-07-01,2015-07-01,FALSE,FALSE,FALSE,FALSE
2012,10,2016,3,0,0,GOOGLE INC,3,Google/Alphabet,2012-10-01,2016-03-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2017,8,0,0,GOOGLE INC,5,Google/Alphabet,2012-10-01,2017-08-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2017,9,0,0,GOOGLE INC,1,Google/Alphabet,2012-10-01,2017-09-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2015,3,0,0,GOOGLE INC,4,Google/Alphabet,2012-10-01,2015-03-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2016,5,0,0,GOOGLE INC,2,Google/Alphabet,2012-10-01,2016-05-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2018,3,0,0,GOOGLE INC,1,Google/Alphabet,2012-10-01,2018-03-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2018,11,0,0,GOOGLE INC,1,Google/Alphabet,2012-10-01,2018-11-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2023,1,2023,1,GOOGLE INC,1,Google/Alphabet,2012-10-01,2023-01-01,2023-01-01,FALSE,FALSE,FALSE,FALSE
2012,10,2015,11,2015,11,GOOGLE INC,7,Google/Alphabet,2012-10-01,2015-11-01,2015-11-01,FALSE,FALSE,FALSE,FALSE
2012,10,2014,10,0,0,GOOGLE INC,9,Google/Alphabet,2012-10-01,2014-10-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2014,8,0,0,GOOGLE INC,37,Google/Alphabet,2012-10-01,2014-08-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2014,10,2014,10,GOOGLE INC,10,Google/Alphabet,2012-10-01,2014-10-01,2014-10-01,FALSE,FALSE,FALSE,FALSE
2012,10,2017,8,2017,8,GOOGLE INC,3,Google/Alphabet,2012-10-01,2017-08-01,2017-08-01,FALSE,FALSE,FALSE,FALSE
2012,10,2014,8,2014,8,GOOGLE INC,8,Google/Alphabet,2012-10-01,2014-08-01,2014-08-01,FALSE,FALSE,FALSE,FALSE
2012,10,2017,4,2017,4,GOOGLE INC,3,Google/Alphabet,2012-10-01,2017-04-01,2017-04-01,FALSE,FALSE,FALSE,FALSE
2012,10,2021,11,0,0,GOOGLE INC,1,Google/Alphabet,2012-10-01,2021-11-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2015,5,0,0,GOOGLE INC,6,Google/Alphabet,2012-10-01,2015-05-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2014,4,0,0,GOOGLE INC,36,Google/Alphabet,2012-10-01,2014-04-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2016,6,0,0,GOOGLE INC,2,Google/Alphabet,2012-10-01,2016-06-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2018,3,2018,3,GOOGLE INC,2,Google/Alphabet,2012-10-01,2018-03-01,2018-03-01,FALSE,FALSE,FALSE,FALSE
2012,10,2016,10,2016,10,GOOGLE INC,5,Google/Alphabet,2012-10-01,2016-10-01,2016-10-01,FALSE,FALSE,FALSE,FALSE
2012,10,2015,8,0,0,GOOGLE INC,8,Google/Alphabet,2012-10-01,2015-08-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2016,12,2016,12,GOOGLE INC,6,Google/Alphabet,2012-10-01,2016-12-01,2016-12-01,FALSE,FALSE,FALSE,FALSE
2012,10,2017,10,0,0,GOOGLE INC,1,Google/Alphabet,2012-10-01,2017-10-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2014,3,2014,3,GOOGLE INC,7,Google/Alphabet,2012-10-01,2014-03-01,2014-03-01,FALSE,FALSE,FALSE,FALSE
2012,10,2013,8,2013,8,GOOGLE INC,5,Google/Alphabet,2012-10-01,2013-08-01,2013-08-01,FALSE,FALSE,FALSE,FALSE
2012,10,2016,5,2016,5,GOOGLE INC,9,Google/Alphabet,2012-10-01,2016-05-01,2016-05-01,FALSE,FALSE,FALSE,FALSE
2012,10,2013,11,2013,11,GOOGLE INC,9,Google/Alphabet,2012-10-01,2013-11-01,2013-11-01,FALSE,FALSE,FALSE,FALSE
2012,10,2016,1,0,0,GOOGLE INC,3,Google/Alphabet,2012-10-01,2016-01-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2015,10,2015,10,GOOGLE INC,12,Google/Alphabet,2012-10-01,2015-10-01,2015-10-01,FALSE,FALSE,FALSE,FALSE
2012,10,2015,2,0,0,GOOGLE INC,1,Google/Alphabet,2012-10-01,2015-02-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2014,1,2014,1,GOOGLE INC,4,Google/Alphabet,2012-10-01,2014-01-01,2014-01-01,FALSE,FALSE,FALSE,FALSE
2012,10,2015,8,2015,8,GOOGLE INC,12,Google/Alphabet,2012-10-01,2015-08-01,2015-08-01,FALSE,FALSE,FALSE,FALSE
2012,10,2014,3,0,0,GOOGLE INC,3,Google/Alphabet,2012-10-01,2014-03-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2014,11,0,0,GOOGLE INC,7,Google/Alphabet,2012-10-01,2014-11-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2016,6,2016,6,GOOGLE INC,7,Google/Alphabet,2012-10-01,2016-06-01,2016-06-01,FALSE,FALSE,FALSE,FALSE
2012,10,2017,7,0,0,GOOGLE INC,1,Google/Alphabet,2012-10-01,2017-07-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2016,2,2016,2,GOOGLE INC,4,Google/Alphabet,2012-10-01,2016-02-01,2016-02-01,FALSE,FALSE,FALSE,FALSE
2012,10,2017,5,2017,5,GOOGLE INC,5,Google/Alphabet,2012-10-01,2017-05-01,2017-05-01,FALSE,FALSE,FALSE,FALSE
2012,10,2014,9,0,0,GOOGLE INC,20,Google/Alphabet,2012-10-01,2014-09-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2015,4,0,0,GOOGLE INC,3,Google/Alphabet,2012-10-01,2015-04-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2015,12,0,0,GOOGLE INC,2,Google/Alphabet,2012-10-01,2015-12-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2014,12,2014,12,GOOGLE INC,10,Google/Alphabet,2012-10-01,2014-12-01,2014-12-01,FALSE,FALSE,FALSE,FALSE
2012,10,2015,3,2015,3,GOOGLE INC,16,Google/Alphabet,2012-10-01,2015-03-01,2015-03-01,FALSE,FALSE,FALSE,FALSE
2012,10,2015,11,0,0,GOOGLE INC,1,Google/Alphabet,2012-10-01,2015-11-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2013,10,2013,10,GOOGLE INC,5,Google/Alphabet,2012-10-01,2013-10-01,2013-10-01,FALSE,FALSE,FALSE,FALSE
2012,10,2015,6,2015,6,GOOGLE INC,8,Google/Alphabet,2012-10-01,2015-06-01,2015-06-01,FALSE,FALSE,FALSE,FALSE
2012,10,2013,5,0,0,GOOGLE INC,45,Google/Alphabet,2012-10-01,2013-05-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2016,11,2016,11,GOOGLE INC,4,Google/Alphabet,2012-10-01,2016-11-01,2016-11-01,FALSE,FALSE,FALSE,FALSE
2012,10,2017,7,2017,7,GOOGLE INC,1,Google/Alphabet,2012-10-01,2017-07-01,2017-07-01,FALSE,FALSE,FALSE,FALSE
2012,10,2013,6,2013,6,GOOGLE INC,4,Google/Alphabet,2012-10-01,2013-06-01,2013-06-01,FALSE,FALSE,FALSE,FALSE
2012,10,2015,1,2015,1,GOOGLE INC,8,Google/Alphabet,2012-10-01,2015-01-01,2015-01-01,FALSE,FALSE,FALSE,FALSE
2012,10,2013,9,2013,9,GOOGLE INC,6,Google/Alphabet,2012-10-01,2013-09-01,2013-09-01,FALSE,FALSE,FALSE,FALSE
2012,10,2017,6,2017,6,GOOGLE INC,1,Google/Alphabet,2012-10-01,2017-06-01,2017-06-01,FALSE,FALSE,FALSE,FALSE
2012,10,2014,6,0,0,GOOGLE INC,12,Google/Alphabet,2012-10-01,2014-06-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2020,6,2020,6,GOOGLE INC,1,Google/Alphabet,2012-10-01,2020-06-01,2020-06-01,FALSE,FALSE,FALSE,FALSE
2012,10,2016,7,2016,7,GOOGLE INC,3,Google/Alphabet,2012-10-01,2016-07-01,2016-07-01,FALSE,FALSE,FALSE,FALSE
2012,10,2016,3,2016,3,GOOGLE INC,10,Google/Alphabet,2012-10-01,2016-03-01,2016-03-01,FALSE,FALSE,FALSE,FALSE
2012,10,2015,10,0,0,GOOGLE INC,2,Google/Alphabet,2012-10-01,2015-10-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2015,12,2015,12,GOOGLE INC,6,Google/Alphabet,2012-10-01,2015-12-01,2015-12-01,FALSE,FALSE,FALSE,FALSE
2012,10,2016,8,0,0,GOOGLE INC,2,Google/Alphabet,2012-10-01,2016-08-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2014,6,2014,6,GOOGLE INC,4,Google/Alphabet,2012-10-01,2014-06-01,2014-06-01,FALSE,FALSE,FALSE,FALSE
2012,10,2016,10,0,0,GOOGLE INC,2,Google/Alphabet,2012-10-01,2016-10-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2016,1,2016,1,GOOGLE INC,8,Google/Alphabet,2012-10-01,2016-01-01,2016-01-01,FALSE,FALSE,FALSE,FALSE
2012,10,2015,7,0,0,GOOGLE INC,25,Google/Alphabet,2012-10-01,2015-07-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2013,11,0,0,GOOGLE INC,2,Google/Alphabet,2012-10-01,2013-11-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2012,11,0,0,GOOGLE INC,1,Google/Alphabet,2012-10-01,2012-11-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2014,5,0,0,GOOGLE INC,25,Google/Alphabet,2012-10-01,2014-05-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2014,12,0,0,GOOGLE INC,4,Google/Alphabet,2012-10-01,2014-12-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2023,4,2023,4,GOOGLE INC,1,Google/Alphabet,2012-10-01,2023-04-01,2023-04-01,FALSE,FALSE,FALSE,FALSE
2012,10,2016,8,2016,8,GOOGLE INC,6,Google/Alphabet,2012-10-01,2016-08-01,2016-08-01,FALSE,FALSE,FALSE,FALSE
2012,10,2013,5,2013,5,GOOGLE INC,2,Google/Alphabet,2012-10-01,2013-05-01,2013-05-01,FALSE,FALSE,FALSE,FALSE
2012,10,2015,5,2015,5,GOOGLE INC,5,Google/Alphabet,2012-10-01,2015-05-01,2015-05-01,FALSE,FALSE,FALSE,FALSE
2012,10,2013,1,0,0,GOOGLE INC,2,Google/Alphabet,2012-10-01,2013-01-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2017,9,2017,9,GOOGLE INC,1,Google/Alphabet,2012-10-01,2017-09-01,2017-09-01,FALSE,FALSE,FALSE,FALSE
2012,10,2014,2,2014,2,GOOGLE INC,4,Google/Alphabet,2012-10-01,2014-02-01,2014-02-01,FALSE,FALSE,FALSE,FALSE
2012,10,2013,7,2013,7,GOOGLE INC,3,Google/Alphabet,2012-10-01,2013-07-01,2013-07-01,FALSE,FALSE,FALSE,FALSE
2012,10,2018,12,0,0,GOOGLE INC,1,Google/Alphabet,2012-10-01,2018-12-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2018,7,2018,7,GOOGLE INC,1,Google/Alphabet,2012-10-01,2018-07-01,2018-07-01,FALSE,FALSE,FALSE,FALSE
2012,10,2020,8,0,0,GOOGLE INC,1,Google/Alphabet,2012-10-01,2020-08-01,NA,FALSE,FALSE,FALSE,FALSE
2012,10,2018,10,0,0,GOOGLE INC,1,Google/Alphabet,2012-10-01,2018-10-01,NA,FALSE,FALSE,FALSE,FALSE
